condition,correlation,length,ones_count,zeros_count,win_rate,return_pct,return_abs,hash,optimal_exposition,correlation_optimal,win_rate_optimal,profit_factor,pf_4,pf_6,pf_8,pf_10,pf_12,pf_14,pf_16,pf_18,pf_20,pf_22,pf_24,pf_26,pf_28,pf_30
adx_30 <= adx_5_sft_1,-0.056432735,98878,88647,10231,11.79,-11929.618765555093,-1709.7814395659952,234f8ad1c2baf91b95c9f1aef2798b533888ce55558d2a8e51c247014080fabc,30,-0.018313508480787277,27.17,0.8288043835965282,0.8288043835965282,0.8875714520123317,0.9266114901341989,0.954548648083385,0.9781623092450894,1.002526268622034,1.0235688009466974,1.0425640408469188,1.06386084005484,1.0797985875145617,1.0936446954710617,1.10885879333103,1.1204257375733537,1.1296666413450465
bb_upper_2_30 >= High,-0.056454208,98878,86585,12293,11.72,-13779.032317922833,-1795.221298789278,73a2f8f858c13ed47c80370d7df3c9045bc14eb7544028acac21bb9dbc89635d,30,-0.021444205194711685,27.08,0.7953066605879812,0.7953066605879812,0.8421027900652069,0.8762468218262754,0.9034351472617985,0.9299231884702042,0.9541424856597017,0.9749693378213854,0.9928711268906185,1.013440015520707,1.0291612335871634,1.044405323878196,1.0575371994765217,1.0648363724261456,1.076083750569821
adx_30 <= adx_20_sft_3,-0.05683929,98878,78720,20158,11.47,-10764.604713521701,-1414.7599283407399,234f8ad1c2baf91b95c9f1aef2798b533888ce55558d2a8e51c247014080fabc,30,-0.025126777589321136,26.88,0.8204759170271061,0.8204759170271061,0.8765487276917652,0.9135762207870379,0.9460510608429156,0.9740765729172833,0.9977378349863654,1.0177796434279653,1.0373168754369213,1.0594732438452803,1.0776321684661438,1.0960236637599037,1.1163626426057072,1.131979146102379,1.1449113793106829
rsi_20 >= 19,-0.057089996,98878,98347,531,12.28,-13810.708274261899,-1920.6316419171926,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.023030608892440796,27.37,0.8297055006342395,0.8297055006342395,0.8839982345723075,0.9215340698189803,0.9512766716058082,0.9771006085615335,1.000859762516627,1.0214876198820093,1.0402069892996866,1.0574105310777997,1.0730490354884126,1.0872469710775399,1.1008663397884448,1.113259950362547,1.1255671482867435
bb_upper_2_30 >= Open,-0.05720521,98878,93549,5329,11.97,-14505.054947800327,-1903.009813008539,b9d721b063ab074b58b1a5bd814eb02ac6c1b043f0a074ad3a14386d3b8cadb1,30,-0.024836890399456024,27.18,0.8076998199352132,0.8076998199352132,0.8586912722134789,0.8919982143352364,0.9234347664982382,0.949536795640491,0.9731622038707347,0.9955954377210774,1.014574158296074,1.0326531473158977,1.047046075167098,1.0603532494120338,1.0741052679330794,1.0836285124110911,1.0954451885782877
bb_lower_2_20 <= High_sft_1,-0.05737167,98878,98412,466,12.29,-13766.309906924365,-1924.6090001172925,e84f252c26995db7df12768a4990f8415811b541a46cbafc6ab6c3a314082e30,30,-0.03345781937241554,27.34,0.8305992501115308,0.8305992501115308,0.8840197597920686,0.9210247290439434,0.9508444576937405,0.9762799102886339,0.999803368769041,1.0201749125211925,1.038684883573796,1.0560459800478799,1.0720528957839077,1.0863810684372397,1.099961266722395,1.1121098242178291,1.124515932683484
rsi_14 >= 14,-0.057433173,98878,98541,337,12.31,-13438.90200643252,-1919.707941967623,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.021586749702692032,27.39,0.8352207789509603,0.8352207789509603,0.8908455616335282,0.9278760424202884,0.9560721562350295,0.9809586412638787,1.003402202318674,1.0231070807629463,1.0407304647542706,1.0579267434696003,1.0738009854841342,1.0886566007205511,1.102902331276153,1.1156653123344968,1.1280501616543699
plus_di_30 >= 5,-0.057481427,98878,97977,901,12.24,-13846.559731081583,-1913.9418251954849,4f583626fd6f59b1b2e0825c720b1d1aad3858951a5b50964ea86a5c13485b5d,30,-0.028554940596222878,27.32,0.827892750878459,0.827892750878459,0.8823707049214655,0.9214795507810157,0.9520811806739001,0.9786424455532228,1.002406991915893,1.022376866249304,1.0402723630125215,1.0570529321975852,1.0719271150584142,1.085687658627865,1.0994210319165614,1.111120215355675,1.122812379508487
rsi_20 >= 20,-0.057602827,98878,98316,562,12.27,-13816.862646678335,-1921.1002419502765,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.023442722856998444,27.37,0.8295828488383127,0.8295828488383127,0.8840170431391148,0.9215433091659735,0.9512756172753364,0.9770496557596845,1.0008171913858421,1.0214029711804313,1.040085285127098,1.0573222938031144,1.0729633654298023,1.0872303589794936,1.1008701719198737,1.1132680320623425,1.1255926426308283
rsi_20 >= 18,-0.057760842,98878,98369,509,12.28,-13828.194745839446,-1922.4681419611734,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.023849138990044594,27.37,0.8295501354770167,0.8295501354770167,0.8837849163506749,0.9212268349655027,0.9510326947040252,0.9768789553902508,1.000685064980512,1.0212983169968652,1.0400408850549707,1.0572926367089968,1.0729026086653157,1.0870918005193708,1.1007256620908015,1.1130254053164623,1.1253430770201018
stdev_5 <= stdev_30_sft_1,-0.057764098,98878,91688,7190,11.88,-13416.581316545376,-1780.1005926425787,76cc05d7e847d59489f80a379ae9909f097acc0055c98dd465d85c99099ff3c8,30,-0.026420433074235916,27.11,0.8166683682222101,0.8166683682222101,0.8761669489096002,0.913286152154334,0.9410011734050531,0.9709492910070099,0.9981708447619118,1.0191364258813753,1.0385391624983338,1.0577045669845777,1.074577371363584,1.0900181252761145,1.1053255614691135,1.1149568325065402,1.1273954930708692
bb_upper_2_30 >= High_sft_1,-0.05790408,98878,88584,10294,11.77,-14231.918476560011,-1835.8816888043439,73a2f8f858c13ed47c80370d7df3c9045bc14eb7544028acac21bb9dbc89635d,30,-0.01757442019879818,27.18,0.7967031011418123,0.7967031011418123,0.84637421233156,0.8806420096202495,0.9129317449415234,0.9400165774548169,0.9644260350762123,0.9847949804542966,1.0044491158163797,1.0238690454618709,1.039435864388428,1.0553472236145363,1.0675000224470979,1.07682352371795,1.0893843878907365
bb_upper_2_30 >= Close_sft_3,-0.058039144,98878,96293,2585,12.1,-13993.720023288497,-1911.6225094172041,c0747f5e7ce163e3c1dabc2ee26f6f6da1485e96e9d6c50c701fe20834f02f93,30,-0.02749142050743103,27.24,0.8220100756004356,0.8220100756004356,0.8768680964283817,0.9137851491010627,0.9450273042835465,0.9718777272453625,0.9974089769801284,1.0165331493193988,1.0341482420922192,1.0503289218849732,1.065887979378596,1.0806179867976433,1.093178567522058,1.1057616149221154,1.1177926200742572
atr_30 >= atr_5_sft_1,-0.058315746,98878,65012,33866,11.03,-12215.1707307035,-1432.2978346845994,532171b4b026df3b7d23c8264137467a8cc80a53ca41565a8c760a4fc7c55907,30,-0.024906331673264503,26.64,0.7487333274376365,0.7487333274376365,0.7956711319280328,0.8272671361136531,0.8523540229028811,0.8769991565459085,0.8976233796859759,0.9199477711132226,0.9393342057095277,0.959984405211619,0.9799516127157535,0.9951896196214831,1.0061933311802,1.0160443047312195,1.0277873598108824
rsi_20 >= 21,-0.058458984,98878,98264,614,12.27,-13844.307920883282,-1921.5620419393308,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.02206721343100071,27.37,0.8291919869365121,0.8291919869365121,0.8837217585931629,0.9213460327080818,0.9509782632357922,0.9767423327771613,1.0005031067352217,1.0211145483801674,1.039723648536692,1.057039027833639,1.0727841396445024,1.0871405026498175,1.1008756098495314,1.1133386162696988,1.1256598443703014
rsi_14 >= 13,-0.058708284,98878,98563,315,12.31,-13451.30656830232,-1920.5335419397816,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.02314496412873268,27.39,0.8351238894596147,0.8351238894596147,0.8905716054331062,0.9276287981934298,0.955864826912016,0.980702460641437,1.0031362220335656,1.0228705054193525,1.0405289750574829,1.0577254489412622,1.0736002982246242,1.088422186582471,1.1026307007032354,1.1153819512274432,1.1277507055386475
bb_upper_2_30 >= Low,-0.058844693,98878,96631,2247,12.12,-14662.33523860903,-1945.3569674892642,751c4f308f1f823126a4edaf28cd7100c4916f221615f1ed76bbcc91391c46f9,30,-0.03335327282547951,27.22,0.8138248861850492,0.8138248861850492,0.8655323764701436,0.9043612011229787,0.9337706611261445,0.9599269255766634,0.983919510691892,1.0036389721882477,1.0231504595856327,1.0400801771112698,1.054230499396753,1.0666415194266317,1.0798208129359925,1.0896320496654246,1.100737420575614
stdev_5 <= stdev_30_sft_2,-0.058907464,98878,91029,7849,11.85,-13257.751220803479,-1747.4850598694902,76cc05d7e847d59489f80a379ae9909f097acc0055c98dd465d85c99099ff3c8,30,-0.027318216860294342,27.09,0.816527853341411,0.816527853341411,0.8743929337851791,0.9108200463349461,0.9392824329232985,0.9686746373400992,0.9949594911854397,1.016311305031289,1.0368317066514194,1.0552547846577476,1.0715076900830094,1.087028270117683,1.10208993772073,1.1117869244129754,1.122355923274744
rsi_20 >= 17,-0.0591569,98878,98393,485,12.28,-13822.750018984883,-1922.3793419765134,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.024943862110376358,27.37,0.8296462605995151,0.8296462605995151,0.8837845259394574,0.9212606466542986,0.9510532480321684,0.976901126784821,1.0007042333084852,1.0214135634650228,1.0401407852866378,1.0574197100168141,1.0730022326105355,1.0871930492463922,1.1008094119592062,1.1131071166808222,1.1253934829978347
atr_10 <= atr_20_sft_3,-0.059234012,98878,64324,34554,10.99,-12124.235325242353,-1412.2920587189437,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.025652756914496422,26.61,0.7462801120756184,0.7462801120756184,0.7911059339679806,0.8224924774434942,0.8437535532476517,0.8693529076614703,0.8914338253284815,0.9143631933137427,0.9369244866500702,0.9586897772841766,0.9791883334298076,0.9968103484061579,1.0084814565811977,1.0182313816962714,1.028723320684238
minus_di_20 >= 3,-0.059285857,98878,98375,503,12.28,-13646.215765493445,-1905.0829001208767,a06e18f5f366aa3040f30d3f53c74e6c3d30e6b8f15e9282eabbaa7fe9dd85a0,30,-0.02515195682644844,27.36,0.8313903656935386,0.8313903656935386,0.8863300337794952,0.9238097584492605,0.9536785544199342,0.9796287442153528,1.0030782280082589,1.0234724596629425,1.0419771252855914,1.0586969492138794,1.074195383303178,1.0876980296989014,1.1016098622534098,1.1145356178238648,1.12690884785538
adx_14 >= 9,-0.05930278,98878,97780,1098,12.21,-14050.901001150243,-1918.3590022204662,4118d96628e9d7109ca1b25b71d8f7665de5864ad974c7631ea4a76d380fc96f,30,-0.03193419799208641,27.29,0.8252897952027993,0.8252897952027993,0.8789384021277191,0.9180140528072777,0.9488090614728973,0.9745703143741271,0.9986414814488077,1.0192708284786445,1.0364505755358182,1.0521459883593014,1.0674142704473,1.0815029152308562,1.096253469249952,1.1084662387353283,1.1205904695373758
atr_14 <= atr_20_sft_3,-0.05954173,98878,64583,34295,10.99,-12533.49305140418,-1431.8468918285507,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.02722540684044361,26.56,0.7398244728105102,0.7398244728105102,0.7832622900167474,0.8144655399926349,0.8353960796019746,0.8608396977136593,0.8808481329666418,0.900012799242494,0.9206188212421295,0.9418587653911666,0.9620415273753996,0.9794382417070762,0.99150230331337,1.0008283342954456,1.0115133309982391
bb_upper_2_30 >= Close_sft_2,-0.05983172,98878,95304,3574,12.04,-14348.591137742656,-1920.2286977390613,c0747f5e7ce163e3c1dabc2ee26f6f6da1485e96e9d6c50c701fe20834f02f93,30,-0.026241783052682877,27.22,0.8149957926678931,0.8149957926678931,0.8693369910875026,0.9081258242756799,0.9400033340746616,0.9653710679102506,0.9902500887566127,1.01141309251894,1.028332872662814,1.0463350180331958,1.0607665705050098,1.075573476943422,1.0868417896086053,1.0984988681828503,1.1099688728537014
atr_10 <= atr_14,-0.05995767,98878,63389,35489,10.94,-12104.281424270772,-1400.6629849853489,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.028540872037410736,26.49,0.7439256958832561,0.7439256958832561,0.7887368272789298,0.8211683324407676,0.8473823325062053,0.8736299417661793,0.8964276095965656,0.919143524245654,0.9430725422065772,0.963944040557303,0.9821357851796298,0.9957209336439556,1.006102219172747,1.0179751937720531,1.0292893892175001
bb_upper_2_20 >= Low_sft_2,-0.05998847,98878,98463,415,12.29,-13767.82594619178,-1927.406664050708,751c4f308f1f823126a4edaf28cd7100c4916f221615f1ed76bbcc91391c46f9,30,-0.03369099274277687,27.35,0.8306269993504323,0.8306269993504323,0.8839184224456867,0.9215131026949844,0.9510846650019485,0.9764240008181767,1.0001629716070277,1.0200919011530316,1.0386334490618268,1.0562139111872393,1.0719934893954148,1.0864615079167346,1.0999397859135196,1.11207907424751,1.12434672316396
adx_30 <= 17,-0.060021143,98878,44750,54128,10.24,-7924.828410513748,-908.5781981643813,3c92cb65188a6807549ad02f373e5063a01a53cbce3d2b8fe4af860199995f57,30,-0.01842305064201355,26.54,0.746244727791646,0.746244727791646,0.7989510602318906,0.8368232400038452,0.8664932995248202,0.8925803722435451,0.9113582905812457,0.9304861987171598,0.948829827449143,0.9612482088653796,0.9741529815598194,0.9878950103171453,1.00000108998998,1.0104662044226569,1.0198827412748537
minus_di_30 >= 6,-0.06006322,98878,97755,1123,12.21,-13603.849923098915,-1873.7152012562292,a06e18f5f366aa3040f30d3f53c74e6c3d30e6b8f15e9282eabbaa7fe9dd85a0,30,-0.01770808733999729,27.36,0.8289275754075326,0.8289275754075326,0.8848398521913353,0.9261335351115545,0.9587053676210984,0.9869606180439813,1.0109735147967074,1.03056012056698,1.0475904633223365,1.0638081462331646,1.0778541501490846,1.0910021924198272,1.105513537680654,1.1177321509810971,1.1296324687572006
plus_di_20 >= 2,-0.06021087,98878,98417,461,12.28,-13867.419977119647,-1928.954600040539,4f583626fd6f59b1b2e0825c720b1d1aad3858951a5b50964ea86a5c13485b5d,30,-0.03442715108394623,27.34,0.8293604203337929,0.8293604203337929,0.8833594242740248,0.9208570511696074,0.950462244914288,0.9761247723184837,0.9997758255029927,1.020213831220164,1.038842688887286,1.0561688937213214,1.0719104380348095,1.0860326045996946,1.0994981072922239,1.1118137279711162,1.1240578480581467
bb_upper_2_30 >= Close_sft_1,-0.06021851,98878,93715,5163,11.95,-14513.116013099298,-1913.7101630786565,c0747f5e7ce163e3c1dabc2ee26f6f6da1485e96e9d6c50c701fe20834f02f93,30,-0.026490073651075363,27.17,0.8077758778667768,0.8077758778667768,0.8595752077490745,0.8936907632193669,0.9247984586386887,0.9509697786083124,0.9751149660888274,0.997211087956723,1.0166632988208528,1.0348798289453363,1.0484521028016636,1.0617871747658862,1.074551837401359,1.083612780433946,1.094014169616179
rsi_20 >= 16,-0.060713015,98878,98410,468,12.28,-13823.523707882374,-1922.5936419695063,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.026601100340485573,27.36,0.8296470693173269,0.8296470693173269,0.8837530456565379,0.9212615062559313,0.9510667463808946,0.9768640263720275,1.0006516454290257,1.021357104217063,1.0400740174651655,1.0573625507230666,1.072927736839936,1.0870818412378844,1.1006849973500046,1.1129691814746812,1.1252730645413755
bb_lower_2_30 <= High_sft_1,-0.060929283,98878,97810,1068,12.21,-13827.47416281536,-1902.8598212239958,e84f252c26995db7df12768a4990f8415811b541a46cbafc6ab6c3a314082e30,30,-0.03111027367413044,27.3,0.827564935860743,0.827564935860743,0.8804646502763498,0.9193415823464656,0.9501185647219266,0.977151189640245,1.0012247016352218,1.0212488403257511,1.0389704670641293,1.0562046585774068,1.0716137448156962,1.0848291444735665,1.0981361715138862,1.1104729099081612,1.1216597314174814
rsi_14 >= 12,-0.061104752,98878,98584,294,12.31,-13468.766631871567,-1922.2960419297233,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.025937560945749283,27.38,0.8349617678665228,0.8349617678665228,0.8903332604504782,0.9274470737848496,0.9557309693277012,0.9805832385894441,1.0029926182301374,1.0226853596195393,1.040333577804056,1.0574949583216813,1.0733515798055258,1.0881840714662154,1.1023790868996712,1.115079967936657,1.127438536003289
atr_10 <= atr_20_sft_2,-0.061299775,98878,64210,34668,10.93,-12291.444921498933,-1406.9714196867426,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.026094608008861542,26.59,0.7421450334044104,0.7421450334044104,0.7860032080119965,0.814192325411774,0.8374314685278522,0.8619156030257387,0.8854675311257695,0.905846243102536,0.928300043874032,0.9502719436705218,0.9692183420298127,0.9875011836813635,0.99947303613235,1.0100475688251551,1.0209684687788274
bb_lower_2_20 <= High_sft_2,-0.061441846,98878,98481,397,12.29,-13763.647469816253,-1926.357000101416,e84f252c26995db7df12768a4990f8415811b541a46cbafc6ab6c3a314082e30,30,-0.033346500247716904,27.35,0.8307333145136611,0.8307333145136611,0.8827185564796503,0.9208261605038169,0.950438713537159,0.9763222971166365,0.9995362225932848,1.0197960055439161,1.0380457050170253,1.0554522516241873,1.0714387918118935,1.0859404572449425,1.0991412527375448,1.1113180044981015,1.1235766320044451
day_of_week >= 3,-0.061941173,98878,48741,50137,10.35,-6829.21119348086,-890.4565725104549,2ddfafbad88512142e74c4f2cce4050ae7d70cba96c7793650aa4df4bd1bd860,30,-0.05344389006495476,25.03,0.7966408634726528,0.7966408634726528,0.8548187936612371,0.8915025415863346,0.9125721153821967,0.92860800731608,0.9432448585634088,0.9564051267681271,0.9694522720598306,0.9811265988778564,0.9892339281587882,0.9962298536618489,1.0022924756114535,1.0087475599957685,1.015906988867582
rsi_14 >= 11,-0.062034324,98878,98602,276,12.31,-13464.125775463985,-1922.4847419105572,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.026741810142993927,27.38,0.8350368252823043,0.8350368252823043,0.8904157845310096,0.9275469423736861,0.9558111215035279,0.980660170438006,1.0030314562557567,1.0227446635682964,1.0403957882990542,1.0575739683247172,1.073398176459431,1.0882162626446816,1.1023948723347057,1.1150922769340958,1.1274350091808647
atr_14 <= atr_20_sft_2,-0.062054373,98878,64430,34448,10.92,-12403.616605037754,-1422.5076939068313,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.022868957370519638,26.7,0.7412575929454982,0.7412575929454982,0.7854136537017591,0.8137309702389464,0.8349159167331631,0.8591105132451313,0.8790077536185475,0.9002257853513895,0.9228859674938003,0.9440142698548109,0.965245829614324,0.9849656733830264,0.9969678060267955,1.0063016070614927,1.016987456879948
rsi_20 >= 15,-0.06218907,98878,98433,445,12.28,-13841.994015133812,-1924.2836419538507,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.028059639036655426,27.36,0.8294812693298091,0.8294812693298091,0.8835701912630931,0.9210707592729878,0.9508229784520642,0.976569944406922,1.0003476247885403,1.0210579048218213,1.0398407872701514,1.057142498727625,1.072686595382647,1.086849236660227,1.1004171995444136,1.1127344568771638,1.1250208204338352
bb_lower_2_20 <= High_sft_3,-0.06221212,98878,98497,381,12.29,-13754.61758249671,-1926.4804000947042,e84f252c26995db7df12768a4990f8415811b541a46cbafc6ab6c3a314082e30,30,-0.033813998103141785,27.35,0.8308635421650343,0.8308635421650343,0.8840542375635116,0.9218071515658617,0.9513912803985627,0.9768820035205634,1.0005987448493343,1.0208392812856415,1.0393392540199704,1.056774925208475,1.0725400619280827,1.0870380933409731,1.1005727896685422,1.1127995310679137,1.1252118884317632
stdev_5 <= stdev_30_sft_3,-0.06274603,98878,90540,8338,11.79,-13485.59458012188,-1755.9499188301488,76cc05d7e847d59489f80a379ae9909f097acc0055c98dd465d85c99099ff3c8,30,-0.030556242913007736,27.03,0.8116290444330698,0.8116290444330698,0.8684584599983742,0.9058789007114764,0.9358941458843023,0.9649185310888078,0.9917193657392572,1.0144564660491462,1.0350883372121873,1.0528643353821838,1.0681827212338928,1.0827622701388273,1.09675787122925,1.1061825697538763,1.1160206734353872
bb_upper_2_20 >= Low_sft_3,-0.06275774,98878,98480,398,12.29,-13765.617488746055,-1926.9015001009247,751c4f308f1f823126a4edaf28cd7100c4916f221615f1ed76bbcc91391c46f9,30,-0.03356443718075752,27.35,0.8307150391722721,0.8307150391722721,0.8838563313751929,0.9217666461022713,0.9511519375308433,0.9766324094775031,1.000362592848115,1.0206521655475747,1.0391424702874954,1.056593357637446,1.0723054453329255,1.0868966232257422,1.1003796750102819,1.1126567103601106,1.12493594838101
atr_5 <= atr_30_sft_3,-0.06285062,98878,65082,33796,10.92,-12113.795682783606,-1409.7499188787333,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.027270158752799034,26.57,0.747336646047982,0.747336646047982,0.7927350251148471,0.8255362637596441,0.8463682807182682,0.8690937747422849,0.8919009552409092,0.9115937273362654,0.9314504984696638,0.9500824871309759,0.9703173780509263,0.9891788049396013,1.000734184721352,1.0099698908899388,1.019978421134323
atr_5 <= atr_30_sft_2,-0.06326082,98878,65138,33740,10.92,-12258.875518768928,-1418.651419783986,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.027537718415260315,26.56,0.7449221403190432,0.7449221403190432,0.7906563096034249,0.8220531208843961,0.8435573681693597,0.8658539366621405,0.8879845008749186,0.9076502421331198,0.9279245212218532,0.9467607485818723,0.9677077645396082,0.9859837985397072,0.9981678754819706,1.006633934994325,1.0174453793283997
atr_30 >= atr_14_sft_1,-0.06362978,98878,64319,34559,10.88,-12010.460657445994,-1424.4569948769713,532171b4b026df3b7d23c8264137467a8cc80a53ca41565a8c760a4fc7c55907,30,-0.011279567144811153,27.08,0.7494134067729187,0.7494134067729187,0.8037668608168617,0.8415484277137469,0.8725238607986878,0.9007403109437582,0.927434460118867,0.9495324699528899,0.9672135344231887,0.9852226981910889,1.0001772018153157,1.0102658545214844,1.0204121365798322,1.0267730246559261,1.034887053105134
adx_10 >= 8,-0.0636991,98878,98514,364,12.29,-13753.819712464221,-1927.0145490831346,4118d96628e9d7109ca1b25b71d8f7665de5864ad974c7631ea4a76d380fc96f,30,-0.03596341237425804,27.35,0.8309058529805522,0.8309058529805522,0.8840836014567263,0.9217744699102273,0.951377835008211,0.97686879760081,1.0005358775537059,1.02078934431131,1.0392842057528575,1.0567051560123966,1.0724682826682026,1.0869958566846887,1.1005110614679043,1.1127887711237634,1.1251985052372049
rsi_14 >= 10,-0.06372876,98878,98611,267,12.31,-13488.544805400179,-1924.4330419392427,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.028266295790672302,27.38,0.834788806201308,0.834788806201308,0.8901899469633973,0.9274494820062206,0.9557164234045258,0.9804310870240978,1.0027496427737173,1.02247654611388,1.0401928159224978,1.057401511084955,1.0732358078764688,1.0880429040604418,1.102205499997166,1.1148568766991835,1.127175749593331
rsi_20 >= 14,-0.06386431,98878,98446,432,12.28,-13849.305224397325,-1924.7477419608185,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.028328323736786842,27.36,0.8294127325879963,0.8294127325879963,0.8834541251091028,0.92094318564082,0.9507111724988792,0.9764625436382276,1.000255359666224,1.0209797457749625,1.039820192280784,1.0571238833864114,1.072707704755275,1.0868624693946098,1.1004085252048892,1.1127162332863503,1.1250083506822894
atr_5 <= atr_30_sft_1,-0.06433749,98878,65181,33697,10.89,-12226.43807279233,-1411.323781753228,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.02777579054236412,26.55,0.7455276533640262,0.7455276533640262,0.7921161193623115,0.8234190307266469,0.8468006221150967,0.8696139470900256,0.8909555601280789,0.9103613064620283,0.9304797505973995,0.949742378980083,0.9705838883461776,0.988780453136618,1.0015588202491172,1.0101051886998131,1.0200881197884553
adx_30 <= 18,-0.06454022,98878,48978,49900,10.27,-8903.472722787497,-1026.1988470009092,3c92cb65188a6807549ad02f373e5063a01a53cbce3d2b8fe4af860199995f57,30,-0.021712005138397217,26.47,0.7428946365058324,0.7428946365058324,0.7914183906791008,0.8275511450682523,0.8547456699185246,0.8791275779398647,0.8995303494394128,0.9172335342429635,0.9332082621501653,0.9485808697507673,0.9606629945903807,0.9696371910282452,0.9801425084859835,0.990554892920705,1.0005087934666002
atr_5 <= atr_30,-0.06481208,98878,65214,33664,10.88,-12340.768596516999,-1432.5130479157597,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.027928540483117104,26.55,0.7434839522237702,0.7434839522237702,0.7880098732142959,0.8202032256178015,0.8428706445637861,0.8654355947896228,0.8872665369609751,0.9071527588214859,0.9281807385808711,0.9479612049086681,0.9692267945337567,0.9879516595252267,0.9996178575169261,1.0093786829363136,1.0195081458962625
atr_14 <= atr_20_sft_1,-0.06482542,98878,64186,34692,10.85,-12473.814843574288,-1444.6626180913154,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.023640595376491547,26.67,0.737422280411078,0.737422280411078,0.7818825996802169,0.8103081195524418,0.8376518528116501,0.8613320725817509,0.8854325756252489,0.908017640748217,0.9319529426968026,0.953163819428296,0.9729737876413617,0.9916140741639942,1.0019464275931345,1.0129181902764024,1.021451711561183
rsi_20 >= 13,-0.064927615,98878,98454,424,12.28,-13870.822809015506,-1926.259841952371,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.029354695230722427,27.36,0.8291929629196034,0.8291929629196034,0.8831886301500705,0.9207619435634856,0.9506124290188797,0.9763958085001878,1.000125292363139,1.020811705394029,1.039626555873905,1.0569303121428832,1.072539364778379,1.0867481824311485,1.1002942202794437,1.112617712703075,1.1248571133385807
atr_10 <= atr_20_sft_1,-0.06518555,98878,64076,34802,10.83,-12439.310538184789,-1432.8204278735793,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.0252279844135046,26.62,0.7374633182632322,0.7374633182632322,0.7834362100274467,0.8122830272490025,0.8373463273550451,0.8629796086371382,0.8867970843001559,0.9114751740993027,0.9354328497662462,0.9557175745096292,0.976711281156052,0.994152707438583,1.0043210139643137,1.0154474212223197,1.0279395833143068
minus_di_30 >= 5,-0.06519606,98878,97951,927,12.21,-13694.125587752544,-1889.9403004922206,a06e18f5f366aa3040f30d3f53c74e6c3d30e6b8f15e9282eabbaa7fe9dd85a0,30,-0.025536563247442245,27.33,0.8287130227082607,0.8287130227082607,0.8845006845949538,0.9240817759261506,0.9557469863504583,0.9830072201457627,1.006820577901703,1.0264322746627794,1.0443989146539217,1.0606404041970603,1.0752087630733986,1.0890273488549176,1.102979433226666,1.1149856288393116,1.1269056478976107
rsi_30 >= 23,-0.06529201,98878,98041,837,12.22,-13826.531784199982,-1908.5205420601706,2aff2363e2a1ac18e5b09edc627fed21347731d4e6d91b606bf5ebf4ed170990,30,-0.02901444584131241,27.33,0.8279289037709872,0.8279289037709872,0.8826681549226517,0.9216380370596261,0.9522878865830097,0.9790583167983797,1.002936731435504,1.0230865469684165,1.040988267395611,1.0576825598430835,1.0724635446092439,1.0863564074376018,1.100176473046258,1.111862977229811,1.1236206817236989
